,country,country_code,year,GDP_value,HDI_value,tot_pop,tot_medal,medal_tiers,HDI_ranking,Ranking
1132,Kyrgyzstan,KGZ,2014,7468096567.0,0.686,5835500,0,No medals,Medium,Not top ten
1133,Kyrgyzstan,KGZ,2016,6551287938.0,0.691,6079500,0,No medals,Medium,Not top ten
1134,Laos,LAO,1992,1127806945.0,0.415,4500346,0,No medals,Low,Not top ten
1135,Laos,LAO,1994,1543606345.0,0.43,4735837,0,No medals,Low,Not top ten
1136,Laos,LAO,1996,1873671550.0,0.445,4951189,0,No medals,Low,Not top ten
1137,Laos,LAO,1998,1280177839.0,0.46,5144601,0,No medals,Low,Not top ten
1138,Laos,LAO,2000,1731198022.0,0.471,5323701,0,No medals,Low,Not top ten
1139,Laos,LAO,2002,1758176653.0,0.486,5493247,0,No medals,Low,Not top ten
1140,Laos,LAO,2004,2366398120.0,0.503,5662199,0,No medals,Low,Not top ten
1141,Laos,LAO,2006,3452882514.0,0.514,5846075,0,No medals,Low,Not top ten
1142,Laos,LAO,2008,5443915121.0,0.535,6046630,0,No medals,Low,Not top ten
1143,Laos,LAO,2010,7127792630.0,0.552,6249168,0,No medals,Medium,Not top ten
1144,Laos,LAO,2012,10191350120.0,0.575,6444527,0,No medals,Medium,Not top ten
1145,Laos,LAO,2014,13268458232.0,0.589,6639763,0,No medals,Medium,Not top ten
1146,Laos,LAO,2016,15903329473.0,0.605,6845848,0,No medals,Medium,Not top ten
1147,Latvia,LVA,1996,5970044666.0,0.687,2457222,1,1-25,Medium,Not top ten
1148,Latvia,LVA,1998,7174985107.0,0.711,2410019,0,No medals,High,Not top ten
1149,Latvia,LVA,2000,7937758980.0,0.735,2367550,3,1-25,High,Not top ten
1150,Latvia,LVA,2002,9546441564.0,0.767,2310173,0,No medals,High,Not top ten
1151,Latvia,LVA,2004,14373269156.0,0.795,2263122,4,1-25,Very high,Not top ten
1152,Latvia,LVA,2006,21447021570.0,0.816,2218357,1,1-25,Very high,Not top ten
1153,Latvia,LVA,2008,35596016664.0,0.828,2177322,3,1-25,Very high,Not top ten
1154,Latvia,LVA,2010,23757368290.0,0.824,2097555,3,1-25,Very high,Not top ten
1155,Latvia,LVA,2012,28119996053.0,0.832,2034319,3,1-25,Very high,Not top ten
1156,Latvia,LVA,2014,31419072948.0,0.845,1993782,11,1-25,Very high,Not top ten
1157,Latvia,LVA,2016,27572698482.0,0.854,1959537,0,No medals,Very high,Not top ten
1158,Lebanon,LBN,1992,5545921947.0,0.753,3076133,0,No medals,High,Not top ten
1159,Lebanon,LBN,1994,9599127050.0,0.752,3403359,0,No medals,High,Not top ten
1160,Lebanon,LBN,1996,13690217333.0,0.752,3610663,0,No medals,High,Not top ten
1161,Lebanon,LBN,1998,17247179006.0,0.752,3693514,0,No medals,High,Not top ten
1162,Lebanon,LBN,2000,17260364842.0,0.752,3842774,0,No medals,High,Not top ten
1163,Lebanon,LBN,2002,19152238806.0,0.752,4182205,0,No medals,High,Not top ten
1164,Lebanon,LBN,2004,20955223881.0,0.752,4569377,0,No medals,High,Not top ten
1165,Lebanon,LBN,2006,21796351575.0,0.739,4759760,0,No medals,High,Not top ten
1166,Lebanon,LBN,2008,29227350570.0,0.757,4764745,0,No medals,High,Not top ten
1167,Lebanon,LBN,2010,38419626628.0,0.766,4953064,0,No medals,High,Not top ten
1168,Lebanon,LBN,2012,43868565282.0,0.759,5537620,0,No medals,High,Not top ten
1169,Lebanon,LBN,2014,47833413749.0,0.748,6261046,0,No medals,High,Not top ten
1170,Lebanon,LBN,2016,49598825982.0,0.741,6714281,0,No medals,High,Not top ten
1171,Lesotho,LSO,1992,831033941.0,0.493,1782284,0,No medals,Low,Not top ten
1172,Lesotho,LSO,1994,878250451.0,0.486,1861323,0,No medals,Low,Not top ten
1173,Lesotho,LSO,1996,946123276.0,0.477,1934294,0,No medals,Low,Not top ten
1174,Lesotho,LSO,1998,928458206.0,0.47,1997524,0,No medals,Low,Not top ten
1175,Lesotho,LSO,2000,887295268.0,0.459,2032805,0,No medals,Low,Not top ten
1176,Lesotho,LSO,2002,775780698.0,0.446,2029832,0,No medals,Low,Not top ten
1177,Lesotho,LSO,2004,1511236656.0,0.44,2005953,0,No medals,Low,Not top ten
1178,Lesotho,LSO,2006,1800105590.0,0.436,1989933,0,No medals,Low,Not top ten
1179,Lesotho,LSO,2008,1870722801.0,0.446,1987130,0,No medals,Low,Not top ten
1180,Lesotho,LSO,2010,2385950664.0,0.46,1995575,0,No medals,Low,Not top ten
1181,Lesotho,LSO,2012,2678494689.0,0.48,2014988,0,No medals,Low,Not top ten
1182,Lesotho,LSO,2014,2614566292.0,0.498,2043448,0,No medals,Low,Not top ten
1183,Lesotho,LSO,2016,2291321667.0,0.512,2075041,0,No medals,Low,Not top ten
1184,Liberia,LBR,1992,223500000.0,0.449,2001612,0,No medals,Low,Not top ten
1185,Liberia,LBR,1994,132200000.0,0.448,1986491,0,No medals,Low,Not top ten
1186,Liberia,LBR,1996,159400000.0,0.448,2160480,0,No medals,Low,Not top ten
1187,Liberia,LBR,1998,359600000.0,0.448,2517472,0,No medals,Low,Not top ten
1188,Liberia,LBR,2000,529064600.0,0.435,2848447,0,No medals,Low,Not top ten
1189,Liberia,LBR,2002,543000000.0,0.437,3024727,0,No medals,Low,Not top ten
1190,Liberia,LBR,2004,474700000.0,0.427,3135654,0,No medals,Low,Not top ten
1191,Liberia,LBR,2006,604028900.0,0.438,3329211,0,No medals,Low,Not top ten
1192,Liberia,LBR,2008,850040500.0,0.45,3607863,0,No medals,Low,Not top ten
1193,Liberia,LBR,2010,1292697100.0,0.455,3891357,0,No medals,Low,Not top ten
1194,Liberia,LBR,2012,1735500000.0,0.469,4135662,0,No medals,Low,Not top ten
1195,Liberia,LBR,2014,2013000000.0,0.478,4359508,0,No medals,Low,Not top ten
1196,Liberia,LBR,2016,2101000000.0,0.478,4586788,0,No medals,Low,Not top ten
1197,Libya,LBY,1992,33881392045.0,0.74,4650896,0,No medals,High,Not top ten
1198,Libya,LBY,1994,28607921929.0,0.75,4854871,0,No medals,High,Not top ten
1199,Libya,LBY,1996,27884615385.0,0.76,5036173,0,No medals,High,Not top ten
1200,Libya,LBY,1998,27249786142.0,0.77,5196774,0,No medals,High,Not top ten
1201,Libya,LBY,2000,38270206950.0,0.78,5357893,0,No medals,High,Not top ten
1202,Libya,LBY,2002,20481889764.0,0.79,5531097,0,No medals,High,Not top ten
1203,Libya,LBY,2004,33122307692.0,0.798,5710163,0,No medals,Very high,Not top ten
1204,Libya,LBY,2006,54961936663.0,0.8,5886874,0,No medals,Very high,Not top ten
1205,Libya,LBY,2008,87140405361.0,0.8,6058740,0,No medals,Very high,Not top ten
1206,Libya,LBY,2010,74773444901.0,0.798,6197667,0,No medals,Very high,Not top ten
1207,Liechtenstein,LIE,1992,1631197909.0,0.893,29552,0,No medals,Very high,Not top ten
1208,Liechtenstein,LIE,1994,1948118228.0,0.892,30415,0,No medals,Very high,Not top ten
1209,Liechtenstein,LIE,1996,2504033252.0,0.892,31354,0,No medals,Very high,Not top ten
1210,Liechtenstein,LIE,1998,2479721341.0,0.892,32306,0,No medals,Very high,Not top ten
1211,Liechtenstein,LIE,2000,2483953103.0,0.862,33184,0,No medals,Very high,Not top ten
1212,Liechtenstein,LIE,2002,2688630823.0,0.873,33885,0,No medals,Very high,Not top ten
1213,Liechtenstein,LIE,2004,3454362686.0,0.883,34444,0,No medals,Very high,Not top ten
1214,Liechtenstein,LIE,2006,4000239273.0,0.89,34975,0,No medals,Very high,Not top ten
1215,Liechtenstein,LIE,2008,5081432924.0,0.899,35469,0,No medals,Very high,Not top ten
1216,Liechtenstein,LIE,2010,5082366478.0,0.904,35996,0,No medals,Very high,Not top ten
1217,Liechtenstein,LIE,2012,5456009385.0,0.908,36615,0,No medals,Very high,Not top ten
1218,Liechtenstein,LIE,2014,6657170923.0,0.911,37219,0,No medals,Very high,Not top ten
1219,Lithuania,LTU,1996,8385109020.0,0.719,3601613,11,1-25,High,Not top ten
1220,Lithuania,LTU,1998,11240360898.0,0.743,3549331,0,No medals,High,Not top ten
1221,Lithuania,LTU,2000,11539211480.0,0.762,3499536,17,1-25,High,Not top ten
1222,Lithuania,LTU,2002,14278357284.0,0.785,3443067,0,No medals,High,Not top ten
1223,Lithuania,LTU,2004,22649930576.0,0.805,3377075,3,1-25,Very high,Not top ten
1224,Lithuania,LTU,2006,30216060233.0,0.826,3269909,0,No medals,Very high,Not top ten
1225,Lithuania,LTU,2008,47850551149.0,0.838,3198231,5,1-25,Very high,Not top ten
1226,Lithuania,LTU,2010,37120517694.0,0.831,3097282,0,No medals,Very high,Not top ten
1227,Lithuania,LTU,2012,42847900766.0,0.841,2987773,5,1-25,Very high,Not top ten
1228,Lithuania,LTU,2014,48545251796.0,0.859,2932367,0,No medals,Very high,Not top ten
1229,Lithuania,LTU,2016,42738875963.0,0.867,2868231,7,1-25,Very high,Not top ten
1230,Luxembourg,LUX,1992,16065740778.0,0.809,392175,2,1-25,Very high,Not top ten
1231,Luxembourg,LUX,1994,18325791415.0,0.818,402925,0,No medals,Very high,Not top ten
1232,Luxembourg,LUX,1996,21776609772.0,0.83,414225,0,No medals,Very high,Not top ten
1233,Luxembourg,LUX,1998,20209122027.0,0.844,424700,0,No medals,Very high,Not top ten
1234,Luxembourg,LUX,2000,21263514833.0,0.86,436300,0,No medals,Very high,Not top ten
1235,Luxembourg,LUX,2002,23616328816.0,0.869,446175,0,No medals,Very high,Not top ten
1236,Luxembourg,LUX,2004,34685281848.0,0.876,458095,0,No medals,Very high,Not top ten
1237,Luxembourg,LUX,2006,42414308117.0,0.884,472637,0,No medals,Very high,Not top ten
1238,Luxembourg,LUX,2008,55849686539.0,0.89,488650,0,No medals,Very high,Not top ten
1239,Luxembourg,LUX,2010,53212476812.0,0.898,506953,0,No medals,Very high,Not top ten
1240,Luxembourg,LUX,2012,56677961787.0,0.9,530946,0,No medals,Very high,Not top ten
1241,Luxembourg,LUX,2014,66327344189.0,0.903,556319,0,No medals,Very high,Not top ten
1242,Luxembourg,LUX,2016,58631324559.0,0.91,582014,0,No medals,Very high,Not top ten
1243,Macedonia,MKD,1992,2316618543.0,0.726,1988659,0,No medals,High,Not top ten
1244,Macedonia,MKD,1994,3381270208.0,0.725,1981713,0,No medals,High,Not top ten
1245,Macedonia,MKD,1996,4422160018.0,0.725,1989441,0,No medals,High,Not top ten
1246,Macedonia,MKD,1998,3571043103.0,0.725,2007523,0,No medals,High,Not top ten
1247,Macedonia,MKD,2000,3772851420.0,0.677,2026350,1,1-25,Medium,Not top ten
1248,Macedonia,MKD,2002,4018365247.0,0.688,2020157,0,No medals,Medium,Not top ten
1249,Macedonia,MKD,2004,5682719260.0,0.702,2032544,0,No medals,High,Not top ten
1250,Macedonia,MKD,2006,6861222332.0,0.716,2040228,0,No medals,High,Not top ten
1251,Macedonia,MKD,2008,9909548411.0,0.737,2046898,0,No medals,High,Not top ten
1252,Macedonia,MKD,2010,9407168702.0,0.743,2055004,0,No medals,High,Not top ten
1253,Macedonia,MKD,2012,9745251126.0,0.748,2061044,0,No medals,High,Not top ten
1254,Macedonia,MKD,2014,11362272838.0,0.755,2067471,0,No medals,High,Not top ten
1255,Macedonia,MKD,2016,10899583155.0,0.765,2072490,0,No medals,High,Not top ten
1256,Madagascar,MDG,1992,3024459564.0,0.497,12301338,0,No medals,Low,Not top ten
1257,Madagascar,MDG,1994,2977040722.0,0.497,13066544,0,No medals,Low,Not top ten
1258,Madagascar,MDG,1996,3995028593.0,0.497,13902697,0,No medals,Low,Not top ten
1259,Madagascar,MDG,1998,3738704468.0,0.497,14808791,0,No medals,Low,Not top ten
1260,Madagascar,MDG,2000,3877673539.0,0.462,15766806,0,No medals,Low,Not top ten
1261,Madagascar,MDG,2002,4397254608.0,0.464,16765122,0,No medals,Low,Not top ten
1262,Madagascar,MDG,2004,4363934494.0,0.48,17802992,0,No medals,Low,Not top ten
1263,Madagascar,MDG,2006,5515884349.0,0.49,18880265,0,No medals,Low,Not top ten
1264,Madagascar,MDG,2008,9413002921.0,0.506,19996476,0,No medals,Low,Not top ten
1265,Madagascar,MDG,2010,8729936136.0,0.511,21151640,0,No medals,Low,Not top ten
1266,Madagascar,MDG,2012,9919780071.0,0.514,22346641,0,No medals,Low,Not top ten
1267,Madagascar,MDG,2014,10673516673.0,0.52,23589897,0,No medals,Low,Not top ten
1268,Madagascar,MDG,2016,10001193420.0,0.523,24894370,0,No medals,Low,Not top ten
1269,Malawi,MWI,1992,1799529357.0,0.348,9685974,0,No medals,Low,Not top ten
1270,Malawi,MWI,1994,1181801920.0,0.356,9745695,0,No medals,Low,Not top ten
1271,Malawi,MWI,1996,2281039098.0,0.376,10022783,0,No medals,Low,Not top ten
1272,Malawi,MWI,1998,1750585204.0,0.395,10552345,0,No medals,Low,Not top ten
1273,Malawi,MWI,2000,1743506287.0,0.388,11148751,0,No medals,Low,Not top ten
1274,Malawi,MWI,2002,3495748398.0,0.357,11713663,0,No medals,Low,Not top ten
1275,Malawi,MWI,2004,3476094499.0,0.363,12301837,0,No medals,Low,Not top ten
1276,Malawi,MWI,2006,3997852636.0,0.377,12973693,0,No medals,Low,Not top ten
1277,Malawi,MWI,2008,5320925102.0,0.405,13727899,0,No medals,Low,Not top ten
1278,Malawi,MWI,2010,6959697194.0,0.431,14539609,0,No medals,Low,Not top ten
1279,Malawi,MWI,2012,6028470989.0,0.446,15396010,0,No medals,Low,Not top ten
1280,Malawi,MWI,2014,6054750320.0,0.465,16289550,0,No medals,Low,Not top ten
1281,Malawi,MWI,2016,5433038647.0,0.472,17205253,0,No medals,Low,Not top ten
1282,Malaysia,MYS,1992,59167157498.0,0.66,19002660,2,1-25,Medium,Not top ten
1283,Malaysia,MYS,1994,74477975918.0,0.675,19977508,0,No medals,Medium,Not top ten
1284,Malaysia,MYS,1996,101000000000.0,0.694,21017619,3,1-25,Medium,Not top ten
1285,Malaysia,MYS,1998,72167753771.0,0.708,22114647,0,No medals,High,Not top ten
1286,Malaysia,MYS,2000,93789736842.0,0.723,23194252,0,No medals,High,Not top ten
1287,Malaysia,MYS,2002,101000000000.0,0.723,24208391,0,No medals,High,Not top ten
1288,Malaysia,MYS,2004,125000000000.0,0.733,25190647,0,No medals,High,Not top ten
1289,Malaysia,MYS,2006,163000000000.0,0.737,26201954,0,No medals,High,Not top ten
1290,Malaysia,MYS,2008,231000000000.0,0.761,27236003,1,1-25,High,Not top ten
1291,Malaysia,MYS,2010,255000000000.0,0.772,28208028,0,No medals,High,Not top ten
1292,Malaysia,MYS,2012,314000000000.0,0.781,29068189,12,1-25,High,Not top ten
1293,Malaysia,MYS,2014,338000000000.0,0.791,29866606,0,No medals,Very high,Not top ten
1294,Malaysia,MYS,2016,297000000000.0,0.8,30684652,8,1-25,Very high,Not top ten
1295,Maldives,MDV,1992,284853359.0,0.653,236271,0,No medals,Medium,Not top ten
1296,Maldives,MDV,1994,355884383.0,0.653,248582,0,No medals,Medium,Not top ten
1297,Maldives,MDV,1996,450382328.0,0.569,259178,0,No medals,Medium,Not top ten
1298,Maldives,MDV,1998,540096398.0,0.597,268445,0,No medals,Medium,Not top ten
1299,Maldives,MDV,2000,624337145.0,0.622,279396,0,No medals,Medium,Not top ten
1300,Maldives,MDV,2002,897031250.0,0.63,294185,0,No medals,Medium,Not top ten
1301,Maldives,MDV,2004,1226829565.0,0.649,311265,0,No medals,Medium,Not top ten
1302,Maldives,MDV,2006,1575200391.0,0.659,327489,0,No medals,Medium,Not top ten
1303,Maldives,MDV,2008,2271646188.0,0.673,343448,0,No medals,Medium,Not top ten
1304,Maldives,MDV,2010,2588176058.0,0.685,365730,0,No medals,Medium,Not top ten
1305,Maldives,MDV,2012,2886170570.0,0.704,397231,0,No medals,High,Not top ten
1306,Maldives,MDV,2014,3697351594.0,0.718,435018,0,No medals,High,Not top ten
1307,Maldives,MDV,2016,4224209599.0,0.728,475505,0,No medals,High,Not top ten
1308,Mali,MLI,1992,2830673389.0,0.246,8850334,0,No medals,Low,Not top ten
1309,Mali,MLI,1994,2081846483.0,0.26,9334893,0,No medals,Low,Not top ten
1310,Mali,MLI,1996,2780422212.0,0.274,9837575,0,No medals,Low,Not top ten
1311,Mali,MLI,1998,2920358587.0,0.294,10360564,0,No medals,Low,Not top ten
1312,Mali,MLI,2000,2954129566.0,0.312,10946448,0,No medals,Low,Not top ten
1313,Mali,MLI,2002,3889758024.0,0.334,11616890,0,No medals,Low,Not top ten
1314,Mali,MLI,2004,5444474268.0,0.356,12369078,0,No medals,Low,Not top ten
1315,Mali,MLI,2006,6899799786.0,0.376,13203378,0,No medals,Low,Not top ten
1316,Mali,MLI,2008,9750822511.0,0.394,14113578,0,No medals,Low,Not top ten
1317,Mali,MLI,2010,10678749467.0,0.408,15049352,0,No medals,Low,Not top ten
1318,Mali,MLI,2012,12442747897.0,0.413,15979492,0,No medals,Low,Not top ten
1319,Mali,MLI,2014,14388360064.0,0.419,16934213,0,No medals,Low,Not top ten
1320,Mali,MLI,2016,14034980334.0,0.422,17965448,0,No medals,Low,Not top ten
1321,Malta,MLT,1992,3021910217.0,0.762,367618,0,No medals,High,Not top ten
1322,Malta,MLT,1994,2998570147.0,0.768,374797,0,No medals,High,Not top ten
1323,Malta,MLT,1996,3570271558.0,0.776,379905,0,No medals,High,Not top ten
1324,Malta,MLT,1998,3923637971.0,0.789,385287,0,No medals,High,Not top ten
1325,Malta,MLT,2000,4306192436.0,0.795,390087,0,No medals,Very high,Not top ten
1326,Malta,MLT,2002,4689832690.0,0.804,395969,0,No medals,Very high,Not top ten
1327,Malta,MLT,2004,6062780269.0,0.819,401268,0,No medals,Very high,Not top ten
1328,Malta,MLT,2006,6757119558.0,0.832,405308,0,No medals,Very high,Not top ten
1329,Malta,MLT,2008,8977149553.0,0.839,409379,0,No medals,Very high,Not top ten
1330,Malta,MLT,2010,8741059603.0,0.853,414508,0,No medals,Very high,Not top ten
1331,Malta,MLT,2012,9203729739.0,0.86,420028,0,No medals,Very high,Not top ten
1332,Malta,MLT,2014,11217780149.0,0.874,434558,0,No medals,Very high,Not top ten
1333,Malta,MLT,2016,10999047580.0,0.885,455356,0,No medals,Very high,Not top ten
1334,Mauritania,MRT,1992,1464392416.0,0.41,2142645,0,No medals,Low,Not top ten
1335,Mauritania,MRT,1994,1315932645.0,0.435,2255520,0,No medals,Low,Not top ten
1336,Mauritania,MRT,1996,1442598431.0,0.451,2372900,0,No medals,Low,Not top ten
1337,Mauritania,MRT,1998,1375115534.0,0.459,2496217,0,No medals,Low,Not top ten
1338,Mauritania,MRT,2000,1293654175.0,0.464,2630217,0,No medals,Low,Not top ten
1339,Mauritania,MRT,2002,1324426607.0,0.467,2778097,0,No medals,Low,Not top ten
1340,Mauritania,MRT,2004,1833444740.0,0.482,2939246,0,No medals,Low,Not top ten
1341,Mauritania,MRT,2006,3040716679.0,0.496,3111908,0,No medals,Low,Not top ten
1342,Mauritania,MRT,2008,3978425881.0,0.494,3296237,0,No medals,Low,Not top ten
1343,Mauritania,MRT,2010,4343665075.0,0.505,3494200,0,No medals,Low,Not top ten
1344,Mauritania,MRT,2012,5225533500.0,0.517,3706555,0,No medals,Low,Not top ten
1345,Mauritania,MRT,2014,5391475277.0,0.531,3930894,0,No medals,Low,Not top ten
1346,Mauritania,MRT,2016,4739298730.0,0.542,4163532,0,No medals,Low,Not top ten
1347,Mauritius,MUS,1992,3224267548.0,0.637,1084441,0,No medals,Medium,Not top ten
1348,Mauritius,MUS,1994,3558137040.0,0.647,1112846,0,No medals,Medium,Not top ten
1349,Mauritius,MUS,1996,4421943910.0,0.656,1133996,0,No medals,Medium,Not top ten
1350,Mauritius,MUS,1998,4169664285.0,0.667,1160421,0,No medals,Medium,Not top ten
1351,Mauritius,MUS,2000,4582555125.0,0.678,1186873,0,No medals,Medium,Not top ten
1352,Mauritius,MUS,2002,4767303154.0,0.692,1204621,0,No medals,Medium,Not top ten
1353,Mauritius,MUS,2004,6385695187.0,0.708,1221003,0,No medals,High,Not top ten
1354,Mauritius,MUS,2006,7028803366.0,0.724,1233996,0,No medals,High,Not top ten
1355,Mauritius,MUS,2008,9990370016.0,0.738,1244121,1,1-25,High,Not top ten
1356,Mauritius,MUS,2010,10003670690.0,0.751,1250400,0,No medals,High,Not top ten
1357,Mauritius,MUS,2012,11668685524.0,0.771,1255882,0,No medals,High,Not top ten
1358,Mauritius,MUS,2014,12803445934.0,0.789,1260934,0,No medals,High,Not top ten
1359,Mauritius,MUS,2016,12168437744.0,0.794,1263473,0,No medals,Very high,Not top ten
1360,Mexico,MEX,1992,364000000000.0,0.664,87075136,1,1-25,Medium,Not top ten
1361,Mexico,MEX,1994,527000000000.0,0.675,90156396,0,No medals,Medium,Not top ten
1362,Mexico,MEX,1996,397000000000.0,0.683,93147045,1,1-25,Medium,Not top ten
1363,Mexico,MEX,1998,502000000000.0,0.695,96056313,0,No medals,Medium,Not top ten
1364,Mexico,MEX,2000,684000000000.0,0.708,98899845,6,1-25,High,Not top ten
1365,Mexico,MEX,2002,742000000000.0,0.718,101684764,0,No medals,High,Not top ten
1366,Mexico,MEX,2004,770000000000.0,0.731,104514934,4,1-25,High,Not top ten
1367,Mexico,MEX,2006,965000000000.0,0.745,107560155,0,No medals,High,Not top ten
1368,Mexico,MEX,2008,1100000000000.0,0.748,110815272,4,1-25,High,Not top ten
1369,Mexico,MEX,2010,1050000000000.0,0.748,114092961,0,No medals,High,Not top ten
1370,Mexico,MEX,2012,1190000000000.0,0.759,117274156,24,1-25,High,Not top ten
1371,Mexico,MEX,2014,1300000000000.0,0.761,120355137,0,No medals,High,Not top ten
1372,Mexico,MEX,2016,1050000000000.0,0.768,123333379,5,1-25,High,Not top ten
1373,Micronesia,FSM,1992,178100000.0,0.587,101386,0,No medals,Medium,Not top ten
1374,Micronesia,FSM,1994,202500000.0,0.586,106030,0,No medals,Medium,Not top ten
1375,Micronesia,FSM,1996,218845700.0,0.586,108311,0,No medals,Medium,Not top ten
1376,Micronesia,FSM,1998,219646200.0,0.586,108206,0,No medals,Medium,Not top ten
1377,Micronesia,FSM,2000,233226300.0,0.546,107405,0,No medals,Low,Not top ten
1378,Micronesia,FSM,2002,241543400.0,0.559,107027,0,No medals,Medium,Not top ten
1379,Micronesia,FSM,2004,240097000.0,0.57,106624,0,No medals,Medium,Not top ten
1380,Micronesia,FSM,2006,253372300.0,0.583,105374,0,No medals,Medium,Not top ten
1381,Micronesia,FSM,2008,262868600.0,0.593,103549,0,No medals,Medium,Not top ten
1382,Micronesia,FSM,2010,296525300.0,0.601,102916,0,No medals,Medium,Not top ten
1383,Micronesia,FSM,2012,326128700.0,0.605,104506,0,No medals,Medium,Not top ten
1384,Micronesia,FSM,2014,317999400.0,0.604,107444,0,No medals,Medium,Not top ten
1385,Micronesia,FSM,2016,329895600.0,0.614,110215,0,No medals,Medium,Not top ten
1386,Moldova,MDA,1996,1695130457.0,0.634,2946401,3,1-25,Medium,Not top ten
1387,Moldova,MDA,1998,1639497207.0,0.637,2934339,0,No medals,Medium,Not top ten
1388,Moldova,MDA,2000,1288429151.0,0.643,2923783,2,1-25,Medium,Not top ten
1389,Moldova,MDA,2002,1661818168.0,0.663,2910504,0,No medals,Medium,Not top ten
1390,Moldova,MDA,2004,2598231467.0,0.684,2895147,0,No medals,Medium,Not top ten
1391,Moldova,MDA,2006,3408272498.0,0.699,2880095,0,No medals,Medium,Not top ten
1392,Moldova,MDA,2008,6054806101.0,0.71,2867964,1,1-25,High,Not top ten
1393,Moldova,MDA,2010,5811604052.0,0.713,2861487,0,No medals,High,Not top ten
1394,Moldova,MDA,2012,7284686576.0,0.726,2859458,2,1-25,High,Not top ten
1395,Moldova,MDA,2014,7983271111.0,0.737,2856950,0,No medals,High,Not top ten
1396,Moldova,MDA,2016,6749515655.0,0.738,2802170,0,No medals,High,Not top ten
1397,Mongolia,MNG,1992,1317611864.0,0.56,2243495,2,1-25,Medium,Not top ten
1398,Mongolia,MNG,1994,925817092.0,0.549,2280475,0,No medals,Low,Not top ten
1399,Mongolia,MNG,1996,1345719472.0,0.56,2316571,1,1-25,Medium,Not top ten
1400,Mongolia,MNG,1998,1124440249.0,0.575,2355667,0,No medals,Medium,Not top ten
1401,Mongolia,MNG,2000,1136896124.0,0.588,2397417,0,No medals,Medium,Not top ten
1402,Mongolia,MNG,2002,1396555720.0,0.608,2443261,0,No medals,Medium,Not top ten
1403,Mongolia,MNG,2004,1992066808.0,0.636,2496394,1,1-25,Medium,Not top ten
1404,Mongolia,MNG,2006,3414055566.0,0.659,2558854,0,No medals,Medium,Not top ten
1405,Mongolia,MNG,2008,5623216449.0,0.682,2631899,4,1-25,Medium,Not top ten
1406,Mongolia,MNG,2010,7189481824.0,0.696,2719902,0,No medals,Medium,Not top ten
1407,Mongolia,MNG,2012,12292770631.0,0.718,2824698,5,1-25,High,Not top ten
1408,Mongolia,MNG,2014,12226514722.0,0.732,2940111,0,No medals,High,Not top ten
1409,Mongolia,MNG,2016,11183458131.0,0.729,3056358,2,1-25,High,Not top ten
1410,Montenegro,MNE,2000,984279598.0,0.802,604950,0,No medals,Very high,Not top ten
1411,Montenegro,MNE,2002,1284446123.0,0.801,609828,0,No medals,Very high,Not top ten
1412,Montenegro,MNE,2004,2073255525.0,0.801,613353,0,No medals,Very high,Not top ten
1413,Montenegro,MNE,2006,2696020575.0,0.773,615025,0,No medals,High,Not top ten
1414,Montenegro,MNE,2008,4545674528.0,0.794,616969,0,No medals,Very high,Not top ten
1415,Montenegro,MNE,2010,4139192053.0,0.802,619428,0,No medals,Very high,Not top ten
1416,Montenegro,MNE,2012,4087724528.0,0.807,620601,14,1-25,Very high,Not top ten
1417,Montenegro,MNE,2014,4587928884.0,0.813,621810,0,No medals,Very high,Not top ten
1418,Montenegro,MNE,2016,4374127212.0,0.818,622303,0,No medals,Very high,Not top ten
1419,Morocco,MAR,1992,33711069431.0,0.467,25711410,3,1-25,Low,Not top ten
1420,Morocco,MAR,1994,35604137423.0,0.484,26584473,0,No medals,Low,Not top ten
1421,Morocco,MAR,1996,43161452678.0,0.498,27383472,2,1-25,Low,Not top ten
1422,Morocco,MAR,1998,41806219379.0,0.509,28110447,0,No medals,Low,Not top ten
1423,Morocco,MAR,2000,38857251336.0,0.529,28793672,5,1-25,Low,Not top ten
1424,Morocco,MAR,2002,42236836821.0,0.551,29454765,0,No medals,Medium,Not top ten
1425,Morocco,MAR,2004,59626020162.0,0.572,30115196,3,1-25,Medium,Not top ten
1426,Morocco,MAR,2006,68640825481.0,0.586,30804689,0,No medals,Medium,Not top ten
1427,Morocco,MAR,2008,92507257784.0,0.602,31536807,2,1-25,Medium,Not top ten
1428,Morocco,MAR,2010,93216746662.0,0.616,32343384,0,No medals,Medium,Not top ten
1429,Morocco,MAR,2012,98266306615.0,0.635,33241898,1,1-25,Medium,Not top ten
1430,Morocco,MAR,2014,110000000000.0,0.652,34192358,0,No medals,Medium,Not top ten
1431,Morocco,MAR,2016,104000000000.0,0.667,35126274,1,1-25,Medium,Not top ten
1432,Mozambique,MOZ,1992,2291175765.0,0.227,13805999,0,No medals,Low,Not top ten
1433,Mozambique,MOZ,1994,2460670288.0,0.241,14948050,0,No medals,Low,Not top ten
1434,Mozambique,MOZ,1996,3523842275.0,0.263,15960445,1,1-25,Low,Not top ten
1435,Mozambique,MOZ,1998,4873242526.0,0.287,16813946,0,No medals,Low,Not top ten
1436,Mozambique,MOZ,2000,5016469069.0,0.307,17711925,1,1-25,Low,Not top ten
1437,Mozambique,MOZ,2002,5031510909.0,0.327,18764147,0,No medals,Low,Not top ten
1438,Mozambique,MOZ,2004,6831808930.0,0.349,19910549,0,No medals,Low,Not top ten
